Posição;Codigo_IBGE;Municipio;Unidade federativa;Estado;Populacao
2771º;3106507;Berilo; Minas Gerais;MG;11813
2772º;3127602;Gouveia; Minas Gerais;MG;11811
2773º;2411403;Santana do Matos; Rio Grande do Norte;RN;11808
2774º;5007950;Tacuru; Mato Grosso do Sul;MS;11795
2775º;2515104;São Sebastião de Lagoa de Roça; Paraíba;PB;11793
2776º;3162559;São João do Manhuaçu; Minas Gerais;MG;11785
2777º;1722081;Wanderlândia; Tocantins;TO;11783
2778º;4315404;Redentora; Rio Grande do Sul;RS;11782
2779º;1400407;Normandia; Roraima;RR;11772
2780º;2301406;Aratuba; Ceará;CE;11759
2781º;1100924;Chupinguaia; Rondônia;RO;11755
2782º;2201150;Baixa Grande do Ribeiro; Piauí;PI;11751
2783º;3166808;Serra do Salitre; Minas Gerais;MG;11750
2784º;3204302;Presidente Kennedy; Espírito Santo;ES;11741
2785º;2929404;São Miguel das Matas; Bahia;BA;11733
2786º;5108501;Vera; Mato Grosso;MT;11731
2787º;2400802;Angicos; Rio Grande do Norte;RN;11695
2788º;2204303;Fronteiras; Piauí;PI;11690
2789º;4118105;Paranacity; Paraná;PR;11685
2790º;2706000;Olivença; Alagoas;AL;11681
2791º;3168507;Teixeiras; Minas Gerais;MG;11680
2792º;4213401;Ponte Serrada; Santa Catarina;SC;11674
2793º;2926905;Rio do Pires; Bahia;BA;11672
2794º;2901700;Antônio Cardoso; Bahia;BA;11670
2795º;4206207;Gravatal; Santa Catarina;SC;11652
2796º;3111309;Campo do Meio; Minas Gerais;MG;11648
2797º;4215109;Rodeio; Santa Catarina;SC;11647
2798º;1703800;Buriti do Tocantins; Tocantins;TO;11644
2799º;5203203;Barro Alto; Goiás;GO;11643
2800º;3131802;Itabirinha; Minas Gerais;MG;11637
2801º;2607950;Jaqueira; Pernambuco;PE;11632
2802º;3204401;Rio Novo do Sul; Espírito Santo;ES;11630
2803º;3109709;Cachoeira de Minas; Minas Gerais;MG;11609
2804º;2610301;Paranatama; Pernambuco;PE;11608
2805º;2802403;Gararu; Sergipe;SE;11599
2806º;4100806;Alvorada do Sul; Paraná;PR;11598
2807º;2305654;Ipaporanga; Ceará;CE;11597
2808º;2906857;Capela do Alto Alegre; Bahia;BA;11597
2809º;4110953;Itaipulândia; Paraná;PR;11588
2810º;5100508;Alto Paraguai; Mato Grosso;MT;11587
2811º;2919306;Lençóis; Bahia;BA;11586
2812º;2930006;Sebastião Laranjeiras; Bahia;BA;11586
2813º;2306801;Jaguaribara; Ceará;CE;11580
2814º;3154200;Resende Costa; Minas Gerais;MG;11578
2815º;3532603;Nhandeara; São Paulo;SP;11575
2816º;4312708;Nonoai; Rio Grande do Sul;RS;11574
2817º;2706109;Ouro Branco; Alagoas;AL;11573
2818º;2205003;Itainópolis; Piauí;PI;11571
2819º;3160306;Santo Antônio do Jacinto; Minas Gerais;MG;11570
2820º;3301603;Duas Barras; Rio de Janeiro;RJ;11563
2821º;4315800;Roca Sales; Rio Grande do Sul;RS;11556
2822º;3520426;Ilha Comprida; São Paulo;SP;11552
2823º;5003488;Dois Irmãos do Buriti; Mato Grosso do Sul;MS;11547
2824º;3114006;Carmo da Mata; Minas Gerais;MG;11546
2825º;1101757;Vale do Anari; Rondônia;RO;11545
2826º;2608255;Jucati; Pernambuco;PE;11545
2827º;4202073;Balneário Gaivota; Santa Catarina;SC;11537
2828º;2105963;Lagoa Grande do Maranhão; Maranhão;MA;11534
2829º;3539004;Pirangi; São Paulo;SP;11524
2830º;4123907;Santa Mariana; Paraná;PR;11523
2831º;2902203;Aramari; Bahia;BA;11519
2832º;3532900;Nova Europa; São Paulo;SP;11519
2833º;3537206;Pedro de Toledo; São Paulo;SP;11507
2834º;3557303;Estiva Gerbi; São Paulo;SP;11507
2835º;3108255;Bonito de Minas; Minas Gerais;MG;11502
2836º;1722107;Xambioá; Tocantins;TO;11500
2837º;2703759;Jequiá da Praia; Alagoas;AL;11495
2838º;1600204;Calçoene; Amapá;AP;11493
2839º;3517000;Getulina; São Paulo;SP;11485
2840º;2922250;Muquém do São Francisco; Bahia;BA;11479
2841º;2202406;Capitão de Campos; Piauí;PI;11471
2842º;3102902;Antônio Carlos; Minas Gerais;MG;11471
2843º;4117057;Nova Laranjeiras; Paraná;PR;11462
2844º;2203206;Curimatá; Piauí;PI;11461
2845º;4216008;São Carlos; Santa Catarina;SC;11456
2846º;2105203;Igarapé Grande; Maranhão;MA;11453
2847º;2103901;Duque Bacelar; Maranhão;MA;11451
2848º;3124500;Estiva; Minas Gerais;MG;11416
2849º;3152303;Porto Firme; Minas Gerais;MG;11414
2850º;5100607;Alto Taquari; Mato Grosso;MT;11413
2851º;2406700;Lajes; Rio Grande do Norte;RN;11410
2852º;2307908;Martinópole; Ceará;CE;11407
2853º;4118907;Pérola; Paraná;PR;11406
2854º;3122454;Divisópolis; Minas Gerais;MG;11396
2855º;3124906;Eugenópolis; Minas Gerais;MG;11383
2856º;3517901;Guaraci; São Paulo;SP;11382
2857º;2901502;Anguera; Bahia;BA;11369
2858º;5002001;Batayporã; Mato Grosso do Sul;MS;11368
2859º;2402105;Campo Redondo; Rio Grande do Norte;RN;11363
2860º;2201101;Avelino Lopes; Piauí;PI;11361
2861º;2804102;Moita Bonita; Sergipe;SE;11361
2862º;3140852;Matias Cardoso; Minas Gerais;MG;11360
2863º;3133709;Itatiaiuçu; Minas Gerais;MG;11354
2864º;4207908;Irineópolis; Santa Catarina;SC;11354
2865º;2101772;Bela Vista do Maranhão; Maranhão;MA;11347
2866º;4313656;Palmares do Sul; Rio Grande do Sul;RS;11342
2867º;2109304;Presidente Vargas; Maranhão;MA;11328
2868º;4321436;Terra de Areia; Rio Grande do Sul;RS;11323
2869º;2919603;Macajuba; Bahia;BA;11318
2870º;4218905;Urubici; Santa Catarina;SC;11311
2871º;2611200;Poção; Pernambuco;PE;11308
2872º;1507805;Senador José Porfírio; Pará;PA;11305
2873º;2601003;Angelim; Pernambuco;PE;11301
2874º;5106299;Paranaíta; Mato Grosso;MT;11291
2875º;4102505;Barbosa Ferraz; Paraná;PR;11287
2876º;2111748;Senador Alexandre Costa; Maranhão;MA;11285
2877º;2911303;Gentio do Ouro; Bahia;BA;11284
2878º;1707405;Esperantina; Tocantins;TO;11280
2879º;2105922;Lagoa do Mato; Maranhão;MA;11280
2880º;2806800;São Domingos; Sergipe;SE;11276
2881º;4202057;Balneário Barra do Sul; Santa Catarina;SC;11271
2882º;4302303;Bom Jesus; Rio Grande do Sul;RS;11270
2883º;2614303;Moreilândia; Pernambuco;PE;11269
2884º;3123700;Engenheiro Caldas; Minas Gerais;MG;11268
2885º;2102408;Cajapió; Maranhão;MA;11255
2886º;2100501;Alto Parnaíba; Maranhão;MA;11233
2887º;4128401;Uraí; Paraná;PR;11233
2888º;5205802;Corumbá de Goiás; Goiás;GO;11223
2889º;2907707;Chorrochó; Bahia;BA;11221
2890º;2304905;Groaíras; Ceará;CE;11219
2891º;5208400;Goianápolis; Goiás;GO;11217
2892º;2612109;Salgadinho; Pernambuco;PE;11214
2893º;3306156;Varre-Sai; Rio de Janeiro;RJ;11208
2894º;2111052;São João do Paraíso; Maranhão;MA;11207
2895º;2707602;Quebrangulo; Alagoas;AL;11202
2896º;3503604;Areiópolis; São Paulo;SP;11186
2897º;2402709;Cerro Corá; Rio Grande do Norte;RN;11182
2898º;2506103;Fagundes; Paraíba;PB;11180
2899º;4321667;Três Cachoeiras; Rio Grande do Sul;RS;11174
2900º;3506300;Bernardino de Campos; São Paulo;SP;11168
2901º;4302006;Barros Cassal; Rio Grande do Sul;RS;11167
2902º;2407708;Montanhas; Rio Grande do Norte;RN;11166
2903º;2311207;Potengi; Ceará;CE;11165
2904º;4200200;Agrolândia; Santa Catarina;SC;11160
2905º;2806107;Rosário do Catete; Sergipe;SE;11158
2906º;4204707;Cunha Porã; Santa Catarina;SC;11150
2907º;3130200;Igaratinga; Minas Gerais;MG;11146
2908º;4120507;Primeiro de Maio; Paraná;PR;11138
2909º;5105200;Juscimeira; Mato Grosso;MT;11124
2910º;4110201;Inácio Martins; Paraná;PR;11117
2911º;3161908;São Gonçalo do Rio Abaixo; Minas Gerais;MG;11114
2912º;4125803;São Pedro do Ivaí; Paraná;PR;11109
2913º;2400109;Acari; Rio Grande do Norte;RN;11106
2914º;4204004;Catanduvas; Santa Catarina;SC;11106
2915º;3125952;Fervedouro; Minas Gerais;MG;11100
2916º;2609204;Maraial; Pernambuco;PE;11098
2917º;3149101;Pedralva; Minas Gerais;MG;11098
2918º;4124707;São Jerônimo da Serra; Paraná;PR;11088
2919º;3129301;Iapu; Minas Gerais;MG;11085
2920º;1101708;Urupá; Rondônia;RO;11081
2921º;5000856;Angélica; Mato Grosso do Sul;MS;11081
2922º;2902401;Aurelino Leal; Bahia;BA;11079
2923º;2507200;Itatuba; Paraíba;PB;11069
2924º;4112504;Jardim Alegre; Paraná;PR;11067
2925º;2702504;Dois Riachos; Alagoas;AL;11059
2926º;2309102;Mulungu; Ceará;CE;11056
2927º;2310951;Pires Ferreira; Ceará;CE;11052
2928º;2412906;São Tomé; Rio Grande do Norte;RN;11051
2929º;3504909;Bananal; São Paulo;SP;11039
2930º;2917334;Iuiú; Bahia;BA;11038
2931º;2205102;Itaueira; Piauí;PI;11037
2932º;3513900;Divinolândia; São Paulo;SP;11027
2933º;2400307;Afonso Bezerra; Rio Grande do Norte;RN;11024
2934º;2516409;Tacima; Paraíba;PB;11024
2935º;1400704;Uiramutã; Roraima;RR;11014
2936º;2202505;Caracol; Piauí;PI;11009
2937º;3121258;Delta; Minas Gerais;MG;10994
2938º;4115754;Mauá da Serra; Paraná;PR;10994
2939º;3104106;Arceburgo; Minas Gerais;MG;10990
2940º;2509008;Manaíra; Paraíba;PB;10988
2941º;5216403;Paraúna; Goiás;GO;10988
2942º;2301257;Ararendá; Ceará;CE;10983
2943º;2603306;Calçado; Pernambuco;PE;10983
2944º;3109105;Bueno Brandão; Minas Gerais;MG;10982
2945º;2206100;Matias Olímpio; Piauí;PI;10979
2946º;3165008;São Tiago; Minas Gerais;MG;10979
2947º;2402501;Carnaubais; Rio Grande do Norte;RN;10972
2948º;2408953;Rio do Fogo; Rio Grande do Norte;RN;10961
2949º;5218607;Rialma; Goiás;GO;10961
2950º;4201257;Apiúna; Santa Catarina;SC;10951
2951º;2102754;Capinzal do Norte; Maranhão;MA;10937
2952º;3536000;Parapuã; São Paulo;SP;10934
2953º;2104503;Governador Archer; Maranhão;MA;10931
2954º;3153608;Prudente de Morais; Minas Gerais;MG;10931
2955º;2414100;Tenente Ananias; Rio Grande do Norte;RN;10923
2956º;2701209;Cacimbinhas; Alagoas;AL;10920
2957º;2515401;São Vicente do Seridó; Paraíba;PB;10919
2958º;3203163;Laranja da Terra; Espírito Santo;ES;10919
2959º;3548609;São Bento do Sapucaí; São Paulo;SP;10907
2960º;2902252;Arataca; Bahia;BA;10904
2961º;2105807;Lago do Junco; Maranhão;MA;10900
2962º;1506104;Primavera; Pará;PA;10889
2963º;3544301;Roseira; São Paulo;SP;10888
2964º;3136504;Jordânia; Minas Gerais;MG;10872
2965º;3158003;Santa Maria de Itabira; Minas Gerais;MG;10867
2966º;3516903;General Salgado; São Paulo;SP;10855
2967º;2207603;Parnaguá; Piauí;PI;10846
2968º;3556354;Vargem; São Paulo;SP;10842
2969º;2921302;Milagres; Bahia;BA;10838
2970º;2507903;Juripiranga; Paraíba;PB;10830
2971º;3543709;Rincão; São Paulo;SP;10824
2972º;1101104;Itapuã do Oeste; Rondônia;RO;10819
2973º;3142106;Miradouro; Minas Gerais;MG;10818
2974º;3556602;Vera Cruz; São Paulo;SP;10804
2975º;3200169;Água Doce do Norte; Espírito Santo;ES;10801
2976º;3145356;Novo Oriente de Minas; Minas Gerais;MG;10800
2977º;5205471;Chapadão do Céu; Goiás;GO;10797
2978º;3136900;Juruaia; Minas Gerais;MG;10795
2979º;3151107;Pirapetinga; Minas Gerais;MG;10791
2980º;3141603;Mercês; Minas Gerais;MG;10775
2981º;5007703;Sete Quedas; Mato Grosso do Sul;MS;10751
2982º;2917904;Jandaíra; Bahia;BA;10742
2983º;3151305;Piraúba; Minas Gerais;MG;10732
2984º;3102100;Alto Rio Doce; Minas Gerais;MG;10723
2985º;3534757;Ouroeste; São Paulo;SP;10712
2986º;2103109;Cedral; Maranhão;MA;10711
2987º;4116059;Missal; Paraná;PR;10706
2988º;2904506;Brotas de Macaúbas; Bahia;BA;10705
2989º;4105102;Centenário do Sul; Paraná;PR;10704
2990º;2204402;Gilbués; Piauí;PI;10698
2991º;3550001;São Luiz do Paraitinga; São Paulo;SP;10693
2992º;1101302;Mirante da Serra; Rondônia;RO;10691
2993º;4311106;Jaguari; Rio Grande do Sul;RS;10684
2994º;5201801;Aragoiânia; Goiás;GO;10680
2995º;4320206;Seberi; Rio Grande do Sul;RS;10678
2996º;2904407;Brejolândia; Bahia;BA;10675
2997º;2202059;Cabeceiras do Piauí; Piauí;PI;10671
2998º;1703008;Babaçulândia; Tocantins;TO;10668
2999º;3305901;Trajano de Moraes; Rio de Janeiro;RJ;10653
3000º;3509304;Cajobi; São Paulo;SP;10649
3001º;2410306;Serra Caiada; Rio Grande do Norte;RN;10646
3002º;2708105;Santana do Mundaú; Alagoas;AL;10637
3003º;4316105;Ronda Alta; Rio Grande do Sul;RS;10633
3004º;2111904;Sucupira do Norte; Maranhão;MA;10631
3005º;4205308;Faxinal dos Guedes; Santa Catarina;SC;10630
3006º;4121802;Ribeirão Claro; Paraná;PR;10622
3007º;2206605;Monte Alegre do Piauí; Piauí;PI;10618
3008º;2510105;Nova Floresta; Paraíba;PB;10614
3009º;1400233;Caroebe; Roraima;RR;10595
3010º;2702009;Coité do Noia; Alagoas;AL;10594
3011º;2511806;Pirpirituba; Paraíba;PB;10590
3012º;2927903;Santa Inês; Bahia;BA;10583
3013º;4207809;Irani; Santa Catarina;SC;10575
3014º;1200138;Bujari; Acre;AC;10572
3015º;4321006;Tapera; Rio Grande do Sul;RS;10569
3016º;2206407;Monsenhor Gil; Piauí;PI;10563
3017º;2104081;Fernando Falcão; Maranhão;MA;10559
3018º;2706422;Pariconha; Alagoas;AL;10546
3019º;2929370;São José do Jacuípe; Bahia;BA;10546
3020º;2404408;Grossos; Rio Grande do Norte;RN;10541
3021º;4117255;Nova Prata do Iguaçu; Paraná;PR;10540
3022º;3204807;São José do Calçado; Espírito Santo;ES;10536
3023º;3107901;Bom Repouso; Minas Gerais;MG;10527
3024º;2911006;Floresta Azul; Bahia;BA;10525
3025º;3154804;Rio Acima; Minas Gerais;MG;10524
3026º;3154101;Recreio; Minas Gerais;MG;10522
3027º;2928505;Santa Teresinha; Bahia;BA;10520
3028º;2900504;Érico Cardoso; Bahia;BA;10513
3029º;1703842;Campos Lindos; Tocantins;TO;10505
3030º;1702406;Arraias; Tocantins;TO;10502
3031º;1506401;Santa Cruz do Arari; Pará;PA;10496
3032º;2204501;Guadalupe; Piauí;PI;10496
3033º;3551108;Sarapuí; São Paulo;SP;10493
3034º;2414506;Umarizal; Rio Grande do Norte;RN;10485
3035º;4301057;Arroio do Sal; Rio Grande do Sul;RS;10483
3036º;2201606;Beneditinos; Piauí;PI;10479
3037º;3166204;Senhora dos Remédios; Minas Gerais;MG;10474
3038º;2918308;Jitaúna; Bahia;BA;10470
3039º;2922052;Mulungu do Morro; Bahia;BA;10469
3040º;2105450;Jatobá; Maranhão;MA;10464
3041º;2203107;Cristino Castro; Piauí;PI;10464
3042º;2403509;Espírito Santo; Rio Grande do Norte;RN;10463
3043º;3171808;Virginópolis; Minas Gerais;MG;10459
3044º;5107180;Ribeirão Cascalheira; Mato Grosso;MT;10450
3045º;2509909;Natuba; Paraíba;PB;10449
3046º;2412559;São Miguel do Gostoso; Rio Grande do Norte;RN;10441
3047º;3202900;Itarana; Espírito Santo;ES;10433
3048º;5100805;Apiacás; Mato Grosso;MT;10431
3049º;1716208;Paranã; Tocantins;TO;10426
3050º;2701100;Branquinha; Alagoas;AL;10426
3051º;4301404;Arvorezinha; Rio Grande do Sul;RS;10422
3052º;2303659;Catunda; Ceará;CE;10410
3053º;3304607;Santa Maria Madalena; Rio de Janeiro;RJ;10380
3054º;2500106;Água Branca; Paraíba;PB;10375
3055º;2505709;Dona Inês; Paraíba;PB;10375
3056º;2405306;Boa Saúde; Rio Grande do Norte;RN;10367
3057º;2503308;Cachoeira dos Índios; Paraíba;PB;10364
3058º;4108007;Florestópolis; Paraná;PR;10360
3059º;2920809;Marcionílio Souza; Bahia;BA;10357
3060º;3144656;Ninheira; Minas Gerais;MG;10355
3061º;2805901;Riachuelo; Sergipe;SE;10354
3062º;2924652;Pintadas; Bahia;BA;10353
3063º;3117108;Conceição da Aparecida; Minas Gerais;MG;10351
3064º;1101609;Theobroma; Rondônia;RO;10348
3065º;2910008;Dário Meira; Bahia;BA;10347
3066º;4102604;Barracão; Paraná;PR;10347
3067º;2111789;Serrano do Maranhão; Maranhão;MA;10343
3068º;3115805;Centralina; Minas Gerais;MG;10343
3069º;3109204;Buenópolis; Minas Gerais;MG;10342
3070º;5202502;Aruanã; Goiás;GO;10340
3071º;4208708;Jacinto Machado; Santa Catarina;SC;10337
3072º;3170503;Urucânia; Minas Gerais;MG;10333
3073º;4115101;Mariluz; Paraná;PR;10327
3074º;2401701;Bom Jesus; Rio Grande do Norte;RN;10323
3075º;2615201;Terra Nova; Pernambuco;PE;10314
3076º;3126505;Francisco Badaró; Minas Gerais;MG;10311
3077º;3128204;Guaraciaba; Minas Gerais;MG;10307
3078º;5205000;Carmo do Rio Verde; Goiás;GO;10299
3079º;2920007;Maiquinique; Bahia;BA;10294
3080º;3123007;Dores de Campos; Minas Gerais;MG;10291
3081º;2916609;Itapitanga; Bahia;BA;10284
3082º;3106002;Bela Vista de Minas; Minas Gerais;MG;10269
3083º;3156601;Rubim; Minas Gerais;MG;10269
3084º;2924702;Piripá; Bahia;BA;10253
3085º;5216809;Petrolina de Goiás; Goiás;GO;10240
3086º;4212650;Pescaria Brava; Santa Catarina;SC;10225
3087º;5216304;Paranaiguara; Goiás;GO;10221
3088º;3120508;Cristina; Minas Gerais;MG;10211
3089º;3540507;Porangaba; São Paulo;SP;10205
3090º;5215009;Nova Veneza; Goiás;GO;10193
3091º;3555604;Uchoa; São Paulo;SP;10191
3092º;4308300;Fontoura Xavier; Rio Grande do Sul;RS;10181
3093º;2407005;Luís Gomes; Rio Grande do Norte;RN;10175
3094º;3514601;Dumont; São Paulo;SP;10174
3095º;2916302;Itapebi; Bahia;BA;10173
3096º;5217203;Piranhas; Goiás;GO;10161
3097º;3131505;Ipuiúna; Minas Gerais;MG;10156
3098º;4202602;Bom Retiro; Santa Catarina;SC;10153
3099º;4320677;Sinimbu; Rio Grande do Sul;RS;10152
3100º;4105003;Catanduvas; Paraná;PR;10144
3101º;4315107;Porto Xavier; Rio Grande do Sul;RS;10144
3102º;4200705;Alfredo Wagner; Santa Catarina;SC;10136
3103º;4116703;Nova Aurora; Paraná;PR;10131
3104º;3132909;Itamogi; Minas Gerais;MG;10122
3105º;4124806;São João; Paraná;PR;10122
3106º;2104651;Governador Newton Bello; Maranhão;MA;10121
3107º;5203559;Bonfinópolis; Goiás;GO;10120
3108º;5105580;Marcelândia; Mato Grosso;MT;10107
3109º;3114550;Carneirinho; Minas Gerais;MG;10103
3110º;3554706;Torrinha; São Paulo;SP;10100
3111º;5102793;Carlinda; Mato Grosso;MT;10094
3112º;4312906;Nova Bassano; Rio Grande do Sul;RS;10089
3113º;2210656;Sigefredo Pacheco; Piauí;PI;10074
3114º;4124020;Santa Tereza do Oeste; Paraná;PR;10055
3115º;2904209;Botuporã; Bahia;BA;10050
3116º;2924678;Piraí do Norte; Bahia;BA;10050
3117º;3542503;Reginópolis; São Paulo;SP;10047
3118º;4110805;Iretama; Paraná;PR;10029
3119º;5205901;Corumbaíba; Goiás;GO;10012
3120º;2200707;Anísio de Abreu; Piauí;PI;9994
3121º;3201100;Bom Jesus do Norte; Espírito Santo;ES;9988
3122º;3133600;Itapeva; Minas Gerais;MG;9976
3123º;3528601;Manduri; São Paulo;SP;9972
3124º;4206405;Guaraciaba; Santa Catarina;SC;9964
3125º;2509800;Mulungu; Paraíba;PB;9962
3126º;3532827;Nova Campina; São Paulo;SP;9962
3127º;4314704;Planalto; Rio Grande do Sul;RS;9957
3128º;2914109;Ipupiara; Bahia;BA;9954
3129º;4211058;Monte Carlo; Santa Catarina;SC;9945
3130º;3543808;Rinópolis; São Paulo;SP;9940
3131º;5004007;Glória de Dourados; Mato Grosso do Sul;MS;9934
3132º;4317707;Santo Antônio das Missões; Rio Grande do Sul;RS;9930
3133º;2517001;Umbuzeiro; Paraíba;PB;9914
3134º;4305801;Constantina; Rio Grande do Sul;RS;9903
3135º;4204400;Coronel Freitas; Santa Catarina;SC;9900
3136º;3119203;Coroaci; Minas Gerais;MG;9897
3137º;4125001;São João do Ivaí; Paraná;PR;9897
3138º;3112505;Capim Branco; Minas Gerais;MG;9896
3139º;3164506;São Sebastião do Maranhão; Minas Gerais;MG;9884
3140º;4217303;Saudades; Santa Catarina;SC;9874
3141º;2204808;Ipiranga do Piauí; Piauí;PI;9863
3142º;3503703;Ariranha; São Paulo;SP;9851
3143º;2800407;Arauá; Sergipe;SE;9840
3144º;2508000;Juru; Paraíba;PB;9831
3145º;2410405;Pureza; Rio Grande do Norte;RN;9825
3146º;1702901;Axixá do Tocantins; Tocantins;TO;9817
3147º;3126208;Formoso; Minas Gerais;MG;9810
3148º;3519253;Iaras; São Paulo;SP;9786
3149º;4214201;Quilombo; Santa Catarina;SC;9773
3150º;2403806;Florânia; Rio Grande do Norte;RN;9772
3151º;2903953;Bom Jesus da Serra; Bahia;BA;9768
3152º;3138658;Lontra; Minas Gerais;MG;9766
3153º;4207205;Imaruí; Santa Catarina;SC;9764
3154º;5004106;Guia Lopes da Laguna; Mato Grosso do Sul;MS;9754
3155º;5205307;Cavalcante; Goiás;GO;9740
3156º;2805109;Pedrinhas; Sergipe;SE;9727
3157º;4100707;Alto Piquiri; Paraná;PR;9722
3158º;3126901;Frei Inocêncio; Minas Gerais;MG;9716
3159º;4304358;Candiota; Rio Grande do Sul;RS;9707
3160º;1200344;Manoel Urbano; Acre;AC;9701
3161º;2304269;Deputado Irapuan Pinheiro; Ceará;CE;9698
3162º;2906105;Canápolis; Bahia;BA;9694
3163º;2401305;Campo Grande; Rio Grande do Norte;RN;9686
3164º;3137536;Lagoa Grande; Minas Gerais;MG;9681
3165º;4122602;Rondon; Paraná;PR;9664
3166º;3519006;Herculândia; São Paulo;SP;9649
3167º;3520202;Igaratá; São Paulo;SP;9631
3168º;5103452;Denise; Mato Grosso;MT;9626
3169º;3200136;Águia Branca; Espírito Santo;ES;9621
3170º;2612000;Sairé; Pernambuco;PE;9600
3171º;3148301;Paula Cândido; Minas Gerais;MG;9597
3172º;2701506;Campo Grande; Alagoas;AL;9576
3173º;3125903;Ferros; Minas Gerais;MG;9576
3174º;2203453;Dom Inocêncio; Piauí;PI;9574
3175º;4112405;Japurá; Paraná;PR;9573
3176º;2616100;Verdejante; Pernambuco;PE;9572
3177º;2701803;Carneiros; Alagoas;AL;9568
3178º;4100301;Agudos do Sul; Paraná;PR;9567
3179º;2923902;Pau Brasil; Bahia;BA;9550
3180º;2927101;Rodelas; Bahia;BA;9548
3181º;5106265;Novo Mundo; Mato Grosso;MT;9545
3182º;3171030;Verdelândia; Minas Gerais;MG;9527
3183º;2102374;Cachoeira Grande; Maranhão;MA;9524
3184º;3103900;Araújos; Minas Gerais;MG;9523
3185º;5203906;Buriti Alegre; Goiás;GO;9515
3186º;2705804;Olho d'Água do Casado; Alagoas;AL;9507
3187º;3554409;Terra Roxa; São Paulo;SP;9502
3188º;2604908;Cumaru; Pernambuco;PE;9494
3189º;2204659;Ilha Grande; Piauí;PI;9487
3190º;2516805;Triunfo; Paraíba;PB;9473
3191º;3154507;Riacho dos Machados; Minas Gerais;MG;9471
3192º;3102704;Cachoeira de Pajeú; Minas Gerais;MG;9470
3193º;1101203;Ministro Andreazza; Rondônia;RO;9461
3194º;2310001;Palhano; Ceará;CE;9458
3195º;3511300;Cedral; São Paulo;SP;9452
3196º;4122503;Roncador; Paraná;PR;9447
3197º;2805307;Pirambu; Sergipe;SE;9436
3198º;1701002;Ananás; Tocantins;TO;9435
3199º;2930766;Sítio do Quinto; Bahia;BA;9431
3200º;2204204;Francisco Santos; Piauí;PI;9423
3201º;3113503;Carbonita; Minas Gerais;MG;9423
3202º;4216107;São Domingos; Santa Catarina;SC;9422
3203º;3305307;São Sebastião do Alto; Rio de Janeiro;RJ;9416
3204º;2924900;Planaltino; Bahia;BA;9415
3205º;3304508;Rio das Flores; Rio de Janeiro;RJ;9401
3206º;5101308;Arenápolis; Mato Grosso;MT;9399
3207º;3545407;Salto Grande; São Paulo;SP;9396
3208º;2907004;Cardeal da Silva; Bahia;BA;9395
3209º;5108956;Nova Monte Verde; Mato Grosso;MT;9375
3210º;5214408;Nazário; Goiás;GO;9375
3211º;2401404;Baía Formosa; Rio Grande do Norte;RN;9373
3212º;5004809;Japorã; Mato Grosso do Sul;MS;9372
3213º;5107941;Tabaporã; Mato Grosso;MT;9357
3214º;2933406;Wagner; Bahia;BA;9342
3215º;2405009;Jaçanã; Rio Grande do Norte;RN;9341
3216º;3112901;Caputira; Minas Gerais;MG;9318
3217º;1302009;Itapiranga; Amazonas;AM;9312
3218º;2907558;Caturama; Bahia;BA;9303
3219º;1304005;Silves; Amazonas;AM;9289
3220º;5108055;Terra Nova do Norte; Mato Grosso;MT;9284
3221º;3205150;Vila Pavão; Espírito Santo;ES;9280
3222º;3515350;Euclides da Cunha Paulista; São Paulo;SP;9280
3223º;5212709;Mambaí; Goiás;GO;9277
3224º;3100500;Açucena; Minas Gerais;MG;9270
3225º;4127882;Tunas do Paraná; Paraná;PR;9269
3226º;4212254;Passo de Torres; Santa Catarina;SC;9269
3227º;1600105;Amapá; Amapá;AP;9265
3228º;2206696;Murici dos Portelas; Piauí;PI;9258
3229º;1714203;Natividade; Tocantins;TO;9256
3230º;2933109;Várzea do Poço; Bahia;BA;9247
3231º;5212808;Mara Rosa; Goiás;GO;9234
3232º;3103009;Antônio Dias; Minas Gerais;MG;9233
3233º;4305306;Chapada; Rio Grande do Sul;RS;9211
3234º;4123857;Santa Maria do Oeste; Paraná;PR;9210
3235º;3119500;Coronel Murta; Minas Gerais;MG;9209
3236º;3504800;Bálsamo; São Paulo;SP;9209
3237º;2310605;Penaforte; Ceará;CE;9207
3238º;2501401;Baía da Traição; Paraíba;PB;9197
3239º;3535200;Palmeira d'Oeste; São Paulo;SP;9173
3240º;3556909;Vista Alegre do Alto; São Paulo;SP;9163
3241º;5200050;Abadia de Goiás; Goiás;GO;9158
3242º;3152709;Prados; Minas Gerais;MG;9128
3243º;2922854;Nova Redenção; Bahia;BA;9126
3244º;3542107;Rafard; São Paulo;SP;9126
3245º;3555802;Urânia; São Paulo;SP;9125
3246º;2923506;Palmeiras; Bahia;BA;9123
3247º;5000807;Anaurilândia; Mato Grosso do Sul;MS;9116
3248º;5219407;Santa Rita do Araguaia; Goiás;GO;9110
3249º;3118700;Coqueiral; Minas Gerais;MG;9099
3250º;4207650;Iporã do Oeste; Santa Catarina;SC;9093
3251º;3514007;Dobrada; São Paulo;SP;9088
3252º;2928950;São Domingos; Bahia;BA;9085
3253º;5000906;Antônio João; Mato Grosso do Sul;MS;9082
3254º;4304903;Casca; Rio Grande do Sul;RS;9070
3255º;2107001;Montes Altos; Maranhão;MA;9064
3256º;5108907;Nova Maringá; Mato Grosso;MT;9056
3257º;2807204;Siriri; Sergipe;SE;9046
